hr,steps,gsr,calories,temp,sent_num
98.0,0,5.66617e-05,2.3,87.8,N
74.0,0,5.1005500000000005e-05,1.5,77.9,P
91.0,0,5.2147399999999995e-05,1.8,79.7,N
98.0,0,0.000133623,2.3,82.4,P
98.0,2,0.00293233,2.2,86.9,N
101.0,10,0.000449075,2.4,92.3,N
107.0,0,0.000179178,2.9,87.8,P
112.0,20,0.00048525699999999995,3.6,93.2,P
93.0,0,0.000294868,1.9,86.9,P
96.0,0,0.000275919,2.1,86.9,N
91.0,0,5.66617e-05,1.8,87.8,P
96.0,0,5.5115100000000004e-05,1.4,85.1,N
79.0,0,5.48109e-05,1.5,84.2,P
97.0,0,5.9555799999999997e-05,2.3,90.5,P
110.0,0,0.00136611,3.1,86.9,P
102.0,2,0.014925799999999998,2.6,86.9,P
96.0,0,0.0216268,2.2,88.7,P
91.0,0,0.00024428599999999997,1.9,89.6,P
96.0,0,6.83943e-05,2.3,90.5,P
88.0,0,0.0108272,1.7,90.5,P
86.0,0,0.0395375,1.4,89.6,N
88.0,0,5.98864e-05,1.5,84.2,P
88.0,28,0.0017525,1.9,85.1,N
88.0,10,0.00041559,1.7,89.6,P
113.0,1,5.82517e-05,3.8,86.9,N
113.0,0,6.50707e-05,3.7,86.0,P
111.0,0,0.12853499999999998,3.5,91.4,N
99.0,0,0.527226,2.4,92.3,N
98.0,0,0.000140448,2.5,89.6,N
119.0,0,4.1325400000000005,7.0,89.6,P
104.0,0,0.0051003,2.7,92.3,P
106.0,0,0.0901941,2.8,88.7,P
101.0,0,0.000322173,2.6,85.1,P
101.0,0,0.00018522799999999998,2.4,86.9,P
106.0,0,0.643478,2.7,87.8,P
88.0,0,0.00100757,1.7,88.7,P
95.0,0,0.0005572719999999999,2.0,90.5,P
98.0,0,5.79302e-05,2.1,89.6,P
95.0,0,5.69762e-05,2.0,88.7,N
95.0,0,5.5421000000000004e-05,1.9,86.0,P
90.0,0,7.18876e-05,1.7,85.1,N
88.0,0,0.000325759,1.7,78.8,P
76.0,0,7.94187e-05,1.5,87.8,P
97.0,0,6.91556e-05,2.2,87.8,P
94.0,0,5.72925e-05,1.9,89.6,P
91.0,0,5.72925e-05,1.7,87.8,P
88.0,0,5.69762e-05,1.6,88.7,P
81.0,0,5.69762e-05,1.6,88.7,P
91.0,0,5.66617e-05,1.7,88.7,P
79.0,0,5.6349e-05,1.4,88.7,P
81.0,0,6.80167e-05,1.5,88.7,P
89.0,0,5.5421000000000004e-05,1.6,86.9,P
81.0,0,7.10962e-05,1.5,89.6,N
86.0,0,5.82517e-05,1.6,90.5,P
89.0,0,0.00025676299999999997,1.8,87.8,P
90.0,0,0.000113179,1.6,90.5,P
101.0,2,7.43151e-05,2.3,89.6,P
93.0,0,8.30144e-05,1.9,88.7,N
87.0,0,8.629389999999999e-05,1.6,91.4,P
86.0,0,0.000111316,1.5,89.6,N
88.0,0,0.00014280000000000003,1.7,90.5,P
83.0,0,9.58634e-05,1.4,90.5,P
84.0,0,5.6349e-05,1.5,86.9,P
85.0,0,0.000249755,1.7,77.9,P
93.0,0,9.32467e-05,2.0,87.8,N
92.0,0,6.72679e-05,2.0,89.6,P
89.0,0,6.15669e-05,1.7,90.5,P
100.0,58,5.66617e-05,2.6,88.7,P
110.0,1,5.76104e-05,2.9,88.7,P
94.0,0,0.00010358700000000001,2.1,88.7,P
86.0,0,5.69762e-05,1.6,88.7,N
85.0,0,6.877390000000001e-05,1.6,89.6,P
68.0,0,5.69762e-05,1.4,88.7,P
86.0,0,5.5728599999999994e-05,1.8,87.8,N
83.0,0,5.5728599999999994e-05,1.6,86.9,N
91.0,11,7.89803e-05,1.9,86.9,P
102.0,25,9.37643e-05,2.8,86.9,P
94.0,0,5.76104e-05,2.1,90.5,P
103.0,0,5.48109e-05,2.6,86.0,N
95.0,0,5.60379e-05,2.3,88.7,P
95.0,0,6.471149999999999e-05,2.3,90.5,N
91.0,0,9.37643e-05,2.0,91.4,N
102.0,0,0.00839342,2.7,89.6,P
93.0,0,0.00029324099999999997,2.1,89.6,N
89.0,0,0.00013890200000000002,1.9,89.6,P
85.0,0,0.000404246,1.8,86.0,P
76.0,0,0.00127127,1.5,78.8,P
81.0,0,5.9555799999999997e-05,1.5,86.9,N
90.0,0,5.92271e-05,2.0,88.7,N
87.0,0,5.89002e-05,1.9,88.7,P
92.0,0,9.693049999999999e-05,2.1,89.6,N
93.0,0,0.000102447,2.3,89.6,P
92.0,0,0.000154305,2.2,88.7,P
95.0,0,5.6349e-05,2.4,87.8,P
101.0,0,6.1227e-05,3.1,87.8,P
98.0,0,9.85534e-05,2.7,87.8,N
85.0,0,5.69762e-05,1.8,88.7,N
93.0,0,5.60379e-05,2.2,87.8,N
113.0,117,5.9555799999999997e-05,5.9,88.7,P
96.0,0,0.0401995,2.3,87.8,N
80.0,0,0.00054507,1.6,87.8,P
91.0,0,0.00557258,1.9,89.6,P
99.0,0,6.02188e-05,2.5,86.9,P
92.0,0,8.21005e-05,2.0,89.6,N
96.0,0,5.79302e-05,2.2,89.6,N
99.0,0,6.15669e-05,2.5,90.5,P
96.0,0,0.000105322,2.3,89.6,N
93.0,0,0.000155162,2.1,90.5,P
82.0,0,6.190859999999999e-05,1.4,86.9,P
90.0,0,6.22522e-05,1.9,85.1,P
97.0,119,0.00164898,2.8,84.2,N
99.0,0,0.00020921400000000002,3.0,82.4,N
95.0,0,5.5115100000000004e-05,2.3,86.0,P
94.0,0,5.60379e-05,2.2,86.0,P
113.0,67,5.18595e-05,5.9,79.7,P
101.0,0,6.02188e-05,2.5,86.9,P
84.0,0,5.5115100000000004e-05,1.6,86.0,P
97.0,0,5.66617e-05,2.5,87.8,N
88.0,0,5.5115100000000004e-05,1.9,86.9,P
85.0,0,5.6349e-05,1.8,87.8,P
85.0,0,5.5728599999999994e-05,1.9,86.9,P
91.0,0,5.36107e-05,2.1,83.3,N
107.0,0,5.39083e-05,3.9,83.3,P
84.0,0,5.5728599999999994e-05,1.5,86.0,P
89.0,0,5.76104e-05,1.9,88.7,N
99.0,0,5.72925e-05,2.5,88.7,N
88.0,0,5.76104e-05,1.9,88.7,N
89.0,0,5.6349e-05,1.9,88.7,N
84.0,0,5.6349e-05,1.6,88.7,P
86.0,20,5.5115100000000004e-05,1.8,86.0,N
81.0,36,5.5728599999999994e-05,1.7,74.3,N
88.0,0,0.000178189,1.9,83.3,P
99.0,0,5.9555799999999997e-05,2.8,88.7,P
83.0,0,5.76104e-05,1.7,89.6,P
106.0,0,5.89002e-05,3.5,88.7,P
83.0,0,5.42075e-05,1.6,84.2,P
92.0,0,7.22866e-05,2.2,88.7,P
80.0,0,5.6349e-05,1.6,86.9,P
84.0,0,6.61602e-05,1.7,86.9,N
90.0,0,5.5728599999999994e-05,2.0,87.8,P
97.0,88,5.42075e-05,3.0,84.2,P
84.0,0,5.48109e-05,1.7,82.4,P
85.0,0,0.021988900000000002,1.8,86.0,P
87.0,0,0.000106494,1.9,84.2,P
82.0,0,5.45083e-05,1.6,85.1,P
89.0,0,5.89002e-05,2.1,86.0,N
93.0,0,6.435430000000001e-05,2.3,89.6,P
98.0,0,6.29452e-05,2.5,88.7,P
88.0,0,5.98864e-05,1.8,87.8,P
87.0,0,6.1227e-05,1.7,87.8,P
71.0,0,5.85751e-05,1.4,86.0,P
82.0,0,5.79302e-05,1.6,86.0,P
88.0,0,7.30913e-05,1.9,88.7,P
102.0,17,0.00035789999999999997,3.2,88.7,N
85.0,0,0.00461665,1.7,88.7,N
75.0,0,8.53439e-05,1.4,83.3,P
86.0,0,5.5728599999999994e-05,1.9,85.1,P
102.0,0,5.5115100000000004e-05,2.7,86.9,N
98.0,0,5.6349e-05,2.6,87.8,P
78.0,0,5.5728599999999994e-05,1.5,86.9,P
104.0,18,5.69762e-05,3.4,89.6,N
82.0,0,5.5421000000000004e-05,1.6,86.9,N
103.0,0,5.5728599999999994e-05,4.7,86.9,P
90.0,0,0.169517,2.0,83.3,P
81.0,0,0.00261056,1.5,88.7,N
82.0,0,0.00280532,1.7,88.7,P
87.0,0,0.00015602299999999998,1.8,89.6,P
87.0,0,9.2732e-05,1.8,89.6,P
74.0,0,8.07485e-05,1.5,86.9,N
98.0,10,5.6349e-05,2.6,86.0,N
83.0,0,5.79302e-05,1.6,86.9,P
85.0,0,5.5728599999999994e-05,1.7,86.0,P
95.0,0,5.6349e-05,2.3,86.9,P
91.0,0,0.000892056,2.2,86.9,N
113.0,0,0.000105322,5.7,86.9,N
100.0,0,6.29452e-05,2.7,86.0,N
84.0,0,5.5728599999999994e-05,1.6,86.9,P
90.0,0,5.48109e-05,2.0,86.0,P
104.0,0,5.66617e-05,2.8,86.9,P
85.0,0,5.69762e-05,1.8,87.8,P
93.0,0,5.82517e-05,1.5,90.5,P
95.0,0,5.66617e-05,2.3,86.9,P
86.0,0,5.5728599999999994e-05,1.6,86.0,N
98.0,0,5.5728599999999994e-05,2.5,86.0,P
89.0,0,5.85751e-05,1.9,88.7,P
96.0,0,5.82517e-05,2.3,87.8,P
91.0,0,5.72925e-05,1.9,88.7,P
95.0,0,5.6349e-05,2.2,88.7,P
94.0,0,6.25977e-05,2.2,86.9,P
93.0,0,6.29452e-05,2.1,87.8,P
96.0,0,0.00402005,2.5,86.0,P
109.0,0,0.00224817,3.5,81.5,P
87.0,0,0.000539069,1.9,88.7,P
97.0,0,0.00038460199999999995,2.6,88.7,N
90.0,0,0.000145191,2.1,88.7,P
94.0,0,6.25977e-05,2.6,86.0,N
99.0,0,5.5728599999999994e-05,2.7,86.9,P
100.0,0,0.000107085,2.8,88.7,N
100.0,0,6.08891e-05,2.8,88.7,P
94.0,0,6.02188e-05,2.4,87.8,P
86.0,0,5.89002e-05,1.8,88.7,N
97.0,0,6.54318e-05,2.3,82.4,P
90.0,0,5.72925e-05,2.0,86.0,N
96.0,0,5.5115100000000004e-05,2.3,86.0,P
96.0,0,5.5728599999999994e-05,2.3,86.9,P
92.0,0,6.02188e-05,2.0,87.8,P
90.0,0,5.6349e-05,2.1,88.7,N
94.0,0,5.69762e-05,2.2,88.7,N
85.0,0,5.92271e-05,1.7,87.8,P
94.0,0,5.66617e-05,2.3,88.7,N
89.0,0,5.89002e-05,2.0,87.8,N
84.0,0,6.76413e-05,1.7,88.7,P
91.0,0,6.08891e-05,1.9,89.6,P
78.0,0,0.000479915,1.5,85.1,N
104.0,0,5.5728599999999994e-05,3.5,78.8,P
84.0,0,5.66617e-05,1.7,88.7,P
89.0,0,5.72925e-05,1.9,88.7,N
94.0,0,5.48109e-05,2.2,85.1,P
87.0,0,5.60379e-05,1.8,86.9,P
98.0,0,5.5728599999999994e-05,2.4,86.9,P
92.0,0,5.66617e-05,2.1,87.8,P
97.0,0,5.5115100000000004e-05,2.4,86.0,P
89.0,0,5.66617e-05,1.8,88.7,N
78.0,0,5.42075e-05,1.5,85.1,P
102.0,0,0.000402015,2.7,81.5,P
99.0,0,5.2436800000000006e-05,2.6,80.6,P
91.0,0,5.36107e-05,1.9,81.5,P
96.0,0,5.5421000000000004e-05,2.1,86.0,P
87.0,0,5.60379e-05,1.7,87.8,P
97.0,0,5.5728599999999994e-05,2.2,86.9,P
94.0,0,5.72925e-05,1.9,86.9,N
91.0,0,5.85751e-05,1.9,87.8,P
94.0,0,6.877390000000001e-05,2.0,87.8,N
96.0,0,6.39991e-05,2.2,89.6,N
96.0,0,0.00013511100000000001,2.0,88.7,P
89.0,0,0.183175,1.9,88.7,P
93.0,68,0.00288404,2.4,77.0,P
86.0,0,0.000189375,1.9,87.8,N
88.0,0,5.5421000000000004e-05,1.9,85.1,N
91.0,0,5.48109e-05,2.0,85.1,N
117.0,0,0.000156889,7.4,85.1,P
103.0,0,0.0004988740000000001,2.7,86.0,P
115.0,0,6.39991e-05,5.0,90.5,P
110.0,0,5.79302e-05,3.2,89.6,N
106.0,0,5.92271e-05,3.0,89.6,N
103.0,0,5.6349e-05,2.8,87.8,N
98.0,0,0.00011443899999999999,2.5,89.6,N
100.0,0,5.5728599999999994e-05,3.4,86.0,P
92.0,0,5.76104e-05,2.2,87.8,N
84.0,0,5.48109e-05,1.8,85.1,P
94.0,0,5.5115100000000004e-05,2.2,86.0,P
93.0,0,5.85751e-05,2.1,88.7,P
95.0,0,6.0553e-05,2.2,87.8,P
93.0,0,6.190859999999999e-05,2.1,88.7,P
93.0,0,6.83943e-05,2.1,88.7,N
83.0,0,0.017140799999999998,1.6,87.8,P
94.0,17,0.07941269999999999,2.2,85.1,P
93.0,0,0.00261056,2.1,77.9,P
89.0,25,0.0034049999999999996,2.1,87.8,P
83.0,0,0.000299805,1.7,86.9,P
96.0,0,0.00021627900000000002,2.4,87.8,P
88.0,0,9.428469999999999e-05,2.0,89.6,P
88.0,0,7.81108e-05,2.0,87.8,N
92.0,0,5.85751e-05,2.1,89.6,P
89.0,0,6.0553e-05,1.9,89.6,P
86.0,0,7.68245e-05,1.8,89.6,N
87.0,0,6.992539999999999e-05,1.8,88.7,P
92.0,0,5.6349e-05,2.1,87.8,P
87.0,0,5.69762e-05,1.8,88.7,P
80.0,0,5.5115100000000004e-05,1.5,86.9,N
150.0,112,5.27279e-05,12.4,80.6,P
84.0,0,5.66617e-05,1.6,87.8,P
100.0,0,5.72925e-05,2.5,88.7,P
94.0,0,5.6349e-05,2.1,88.7,P
98.0,0,5.89002e-05,2.3,88.7,P
94.0,0,5.76104e-05,2.1,88.7,P
68.0,0,5.79302e-05,1.4,88.7,P
87.0,0,5.89002e-05,1.7,88.7,P
93.0,0,5.48109e-05,2.4,86.0,P
84.0,0,5.3020500000000005e-05,1.6,80.6,P
90.0,0,5.82517e-05,2.0,88.7,P
90.0,0,5.5421000000000004e-05,2.0,86.0,N
93.0,0,5.6349e-05,2.1,86.9,P
79.0,0,5.66617e-05,1.6,87.8,N
105.0,0,5.6349e-05,3.0,87.8,P
88.0,0,5.42075e-05,1.8,84.2,P
107.0,0,5.45083e-05,3.0,85.1,P
97.0,0,5.79302e-05,2.4,88.7,N
89.0,0,5.69762e-05,1.9,89.6,P
113.0,31,5.69762e-05,5.0,89.6,P
98.0,0,0.000378268,2.5,86.9,P
88.0,0,7.22866e-05,1.9,86.0,P
90.0,0,6.0553e-05,1.9,85.1,N
99.0,0,6.435430000000001e-05,2.4,87.8,P
106.0,0,5.66617e-05,2.7,88.7,P
102.0,0,5.76104e-05,2.7,88.7,P
96.0,0,5.5728599999999994e-05,2.2,86.9,N
98.0,0,5.60379e-05,2.5,86.9,P
97.0,0,5.5421000000000004e-05,2.4,86.9,P
98.0,0,5.5421000000000004e-05,2.5,80.6,N
99.0,0,5.76104e-05,2.5,88.7,P
85.0,0,5.66617e-05,1.7,86.0,P
90.0,0,6.22522e-05,2.1,86.0,P
88.0,0,6.08891e-05,1.9,87.8,N
89.0,0,6.190859999999999e-05,1.9,87.8,P
74.0,15,0.00431997,1.5,84.2,N
100.0,0,0.000313379,2.5,90.5,N
116.0,99,0.000261062,7.0,95.9,P
79.0,0,0.00016308700000000002,1.7,88.7,N
94.0,0,9.53342e-05,1.9,89.6,P
104.0,0,6.29452e-05,2.9,88.7,P
90.0,0,6.877390000000001e-05,2.0,89.6,P
82.0,0,5.85751e-05,1.5,86.9,N
87.0,0,6.50707e-05,1.8,88.7,P
90.0,0,5.98864e-05,2.0,87.8,P
91.0,0,5.72925e-05,2.0,87.8,N
94.0,0,5.9555799999999997e-05,2.3,88.7,P
90.0,0,5.92271e-05,2.0,89.6,P
82.0,0,6.471149999999999e-05,1.8,90.5,P
82.0,0,6.65274e-05,1.6,86.9,P
86.0,0,9.070149999999999e-05,1.4,89.6,P
85.0,0,7.03135e-05,1.7,86.0,P
97.0,0,6.65274e-05,2.5,88.7,P
100.0,0,6.15669e-05,2.8,89.6,N
91.0,0,5.85751e-05,2.1,87.8,N
94.0,0,9.12049e-05,2.2,88.7,P
100.0,0,0.0272868,2.7,92.3,N
100.0,0,0.000128545,2.6,89.6,P
99.0,0,0.000124346,2.6,89.6,P
103.0,7,6.435430000000001e-05,2.9,86.9,N
117.0,0,0.8773,8.2,85.1,P
101.0,0,0.441646,2.8,87.8,P
106.0,0,0.00424883,3.0,87.8,P
104.0,0,0.00173321,2.9,88.7,P
103.0,0,0.000233705,3.0,86.9,P
97.0,0,0.00021627900000000002,2.4,87.8,P
98.0,0,0.000111316,2.5,88.7,P
96.0,0,0.000117651,2.5,87.8,P
97.0,0,9.428469999999999e-05,2.5,88.7,N
96.0,0,7.47276e-05,2.4,86.9,N
107.0,127,0.0699201,3.7,85.1,P
92.0,0,0.0384583,2.2,79.7,P
95.0,0,0.000533135,2.5,88.7,P
94.0,0,0.00020350400000000002,2.3,88.7,P
93.0,0,0.000140448,2.3,88.7,N
94.0,0,8.629389999999999e-05,2.4,86.9,P
89.0,0,9.58634e-05,2.0,87.8,P
104.0,0,8.21005e-05,2.9,89.6,P
86.0,0,0.000182178,1.9,89.6,N
95.0,0,0.00016859400000000002,2.5,90.5,N
83.0,0,7.30913e-05,1.9,89.6,N
107.0,120,6.72679e-05,5.4,86.9,N
94.0,0,0.00031862599999999997,2.5,88.7,P
101.0,0,0.0206901,4.5,87.8,P
105.0,0,6.95394e-05,3.3,86.9,P
99.0,0,7.51423e-05,2.8,88.7,N
97.0,0,6.76413e-05,2.7,89.6,N
91.0,0,6.50707e-05,2.2,89.6,P
80.0,0,6.32945e-05,1.7,87.8,P
76.0,0,0.23498400000000003,1.5,86.9,N
106.0,0,0.00359878,4.4,82.4,P
94.0,0,0.0006543019999999999,2.5,89.6,N
93.0,0,0.00048795,2.6,91.4,P
93.0,0,0.00025962099999999997,2.7,89.6,P
104.0,0,0.000204633,5.0,88.7,P
92.0,0,6.364579999999999e-05,2.5,90.5,P
90.0,0,6.22522e-05,2.3,89.6,N
89.0,0,5.45083e-05,2.4,86.9,N
83.0,0,7.68245e-05,2.0,89.6,P
89.0,0,8.58176e-05,2.3,89.6,N
66.0,14,5.45083e-05,1.5,86.0,P
83.0,11,0.00013215200000000002,1.9,88.7,N
81.0,0,6.471149999999999e-05,1.8,85.1,P
93.0,0,6.190859999999999e-05,2.7,86.9,P
95.0,0,5.92271e-05,2.7,88.7,P
94.0,0,6.02188e-05,2.7,87.8,P
89.0,0,5.98864e-05,2.3,88.7,P
89.0,0,6.08891e-05,2.3,86.9,P
76.0,0,6.1227e-05,1.6,87.8,N
81.0,0,5.89002e-05,1.8,88.7,N
68.0,0,5.60379e-05,1.5,85.1,P
63.0,0,0.00691521,1.5,80.6,P
88.0,0,0.00106491,2.3,89.6,P
90.0,0,0.000367943,2.4,89.6,P
83.0,0,0.00023893700000000002,1.9,90.5,P
100.0,117,0.000106494,4.2,87.8,P
104.0,29,0.000111316,3.7,87.8,N
95.0,0,9.428469999999999e-05,2.8,90.5,P
101.0,0,7.85444e-05,3.8,89.6,P
90.0,0,8.77388e-05,2.4,90.5,N
69.0,0,7.767970000000001e-05,1.5,88.7,P
67.0,0,7.72509e-05,1.5,86.9,P
69.0,0,6.65274e-05,1.4,87.8,P
70.0,0,5.98864e-05,1.5,82.4,P
99.0,0,6.914689999999999,2.9,85.1,P
95.0,0,0.00097466,2.6,86.9,N
103.0,0,0.000268388,3.8,87.8,P
97.0,0,8.487280000000001e-05,2.7,86.9,P
97.0,0,0.000117001,2.7,89.6,N
104.0,0,0.346183,2.7,87.8,P
87.0,0,0.00490646,2.1,88.7,P
79.0,0,5.89002e-05,1.6,86.0,P
81.0,0,0.00927274,2.0,80.6,P
90.0,0,0.0008629169999999999,2.2,88.7,P
93.0,0,0.000101319,2.5,93.2,P
95.0,0,8.30144e-05,2.6,90.5,P
94.0,0,0.000108878,2.7,88.7,P
91.0,0,8.677290000000001e-05,2.4,88.7,N
86.0,0,7.10962e-05,1.9,88.7,P
95.0,0,9.37643e-05,2.5,90.5,P
84.0,0,7.59788e-05,1.8,89.6,P
89.0,0,6.29452e-05,2.1,89.6,P
90.0,0,5.82517e-05,2.1,89.6,N
98.0,108,5.5728599999999994e-05,3.2,85.1,P
74.0,0,0.249736,1.5,85.1,P
93.0,0,0.00125033,2.5,89.6,P
94.0,0,0.000167663,2.7,89.6,P
103.0,0,5.92271e-05,3.2,81.5,P
108.0,117,5.60379e-05,6.0,85.1,P
86.0,0,7.03135e-05,1.9,88.7,P
85.0,0,6.32945e-05,1.9,89.6,P
89.0,0,6.80167e-05,2.2,88.7,P
95.0,0,5.5728599999999994e-05,2.7,85.1,P
90.0,0,6.435430000000001e-05,2.2,83.3,N
97.0,0,5.89002e-05,2.9,88.7,P
99.0,0,6.50707e-05,3.3,89.6,P
94.0,0,7.22866e-05,2.7,91.4,P
93.0,0,6.689659999999999e-05,2.5,91.4,P
90.0,0,6.877390000000001e-05,2.3,88.7,P
92.0,0,5.79302e-05,2.4,88.7,N
90.0,0,6.435430000000001e-05,2.4,88.7,N
85.0,0,6.1227e-05,1.9,88.7,N
99.0,0,5.82517e-05,2.7,87.8,P
59.0,0,0.000118304,1.5,86.0,P
95.0,0,7.18876e-05,2.7,86.0,P
102.0,0,0.000147622,3.5,89.6,P
96.0,0,6.91556e-05,2.7,87.8,N
96.0,8,0.000184206,2.8,88.7,P
94.0,43,0.000112555,2.8,86.9,N
104.0,0,0.294846,5.2,88.7,P
84.0,0,0.000444131,1.9,90.5,N
85.0,0,0.000288412,2.0,89.6,N
80.0,0,0.000133623,1.7,87.8,P
91.0,0,8.11966e-05,2.5,89.6,N
82.0,0,6.471149999999999e-05,1.5,87.8,N
80.0,0,6.80167e-05,1.4,91.4,N
86.0,9,6.435430000000001e-05,2.3,87.8,P
98.0,102,6.61602e-05,3.3,86.0,P
88.0,0,0.00120281,2.4,86.0,N
104.0,99,0.00200147,4.7,86.9,N
84.0,0,0.000803007,1.9,87.8,N
84.0,9,0.000161292,2.1,88.7,P
100.0,18,7.43151e-05,3.0,89.6,P
98.0,0,6.689659999999999e-05,3.0,87.8,P
94.0,0,6.76413e-05,2.6,87.8,N
92.0,0,5.72925e-05,2.5,87.8,P
102.0,0,6.29452e-05,3.7,88.7,P
98.0,0,6.992539999999999e-05,3.1,86.9,P
94.0,0,6.22522e-05,2.7,89.6,N
94.0,0,9.53342e-05,2.6,87.8,N
94.0,0,5.92271e-05,2.7,88.7,P
101.0,0,5.5728599999999994e-05,3.2,87.8,P
100.0,0,6.992539999999999e-05,3.0,88.7,N
82.0,0,7.47276e-05,1.9,86.9,P
79.0,0,7.98595e-05,1.7,87.8,P
86.0,0,6.80167e-05,2.2,87.8,P
108.0,0,0.062247500000000004,5.9,86.0,P
103.0,0,0.000747257,4.6,87.8,P
92.0,0,0.00010474,2.4,86.0,P
104.0,0,0.000129258,3.4,86.0,P
96.0,0,9.12049e-05,2.8,88.7,P
106.0,0,6.689659999999999e-05,5.1,85.1,N
97.0,0,6.80167e-05,2.7,86.9,N
95.0,0,9.2732e-05,2.6,87.8,N
85.0,0,6.364579999999999e-05,1.9,85.1,P
90.0,0,5.36107e-05,2.3,82.4,P
91.0,0,5.82517e-05,2.3,84.2,P
80.0,0,5.5115100000000004e-05,1.6,83.3,P
89.0,0,5.48109e-05,2.1,85.1,N
92.0,0,5.331479999999999e-05,2.4,85.1,P
90.0,0,5.5115100000000004e-05,2.2,86.0,P
100.0,0,5.60379e-05,3.0,86.9,P
84.0,0,5.5728599999999994e-05,1.8,86.9,N
98.0,0,5.331479999999999e-05,3.1,83.3,P
97.0,0,5.1573299999999996e-05,3.1,77.9,P
95.0,0,6.02188e-05,2.6,87.8,P
105.0,0,5.60379e-05,3.4,87.8,P
92.0,0,5.82517e-05,2.4,87.8,P
95.0,0,5.5115100000000004e-05,2.7,86.9,N
87.0,0,5.82517e-05,2.1,88.7,N
87.0,0,5.69762e-05,2.2,87.8,P
97.0,0,5.69762e-05,2.7,88.7,P
86.0,0,5.5728599999999994e-05,2.0,86.0,P
95.0,0,5.39083e-05,2.6,85.1,N
95.0,0,5.76104e-05,2.6,86.0,N
88.0,0,7.07038e-05,2.3,85.1,P
84.0,0,6.190859999999999e-05,1.9,86.0,P
89.0,0,5.76104e-05,2.3,84.2,N
85.0,0,5.89002e-05,2.0,85.1,P
90.0,0,5.5115100000000004e-05,2.3,86.0,P
92.0,0,5.48109e-05,2.5,85.1,P
95.0,0,5.36107e-05,2.7,84.2,P
93.0,0,5.85751e-05,2.6,86.0,P
91.0,0,5.36107e-05,2.4,84.2,N
91.0,0,6.1227e-05,2.4,91.4,P
